Instrument Type,Date,Traded Contract(Lots),Total Value (Lacs),Premium Value (Lacs)
OPTFUT,05 Sep 2024,3500790,18552823.73,391045.67
FUTIDX,05 Sep 2024,52,466.13,-
FUTCOM,06 Sep 2024,766570,3362008.17,-
FUTIDX,06 Sep 2024,139,1241.19,-
OPTFUT,06 Sep 2024,4033250,22177706.4,442922.73
OPTFUT,09 Sep 2024,4313341,22421741.47,425639.98
FUTCOM,09 Sep 2024,590955,2079919.39,-
FUTIDX,09 Sep 2024,43,381.97,-
FUTIDX,10 Sep 2024,29,258.74,-
FUTCOM,10 Sep 2024,643386,2219262.0,-
OPTFUT,10 Sep 2024,5134421,26697485.23,482163.47
FUTCOM,11 Sep 2024,756460,3006228.58,-
FUTIDX,11 Sep 2024,57,510.03,-
OPTFUT,11 Sep 2024,5686690,30073311.12,514314.62
FUTIDX,12 Sep 2024,71,640.75,-
OPTFUT,12 Sep 2024,5912820,31065717.88,472728.90
FUTCOM,12 Sep 2024,857307,3484175.86,-
FUTCOM,13 Sep 2024,768836,2991443.07,-
OPTFUT,13 Sep 2024,5909614,31704810.73,421550.53
FUTIDX,13 Sep 2024,69,633.57,-
FUTIDX,16 Sep 2024,14,129.19,-
OPTFUT,16 Sep 2024,8530127,45017646.95,481253.26
FUTCOM,16 Sep 2024,615594,2242882.44,-
FUTCOM,17 Sep 2024,588949,2424928.75,-
FUTIDX,17 Sep 2024,38,349.06,-
OPTFUT,17 Sep 2024,6222492,32239740.88,335671.46
FUTCOM,18 Sep 2024,538236,2024787.13,-
OPTFUT,18 Sep 2024,2653536,12882956.58,309775.48
FUTIDX,18 Sep 2024,17,155.88,-
OPTFUT,19 Sep 2024,3368935,17546086.48,342216.30
FUTIDX,19 Sep 2024,37,340.82,-
FUTCOM,19 Sep 2024,786002,3395018.37,-
FUTIDX,20 Sep 2024,201,1865.87,-
FUTCOM,20 Sep 2024,725312,3185798.42,-
OPTFUT,20 Sep 2024,3469415,17565506.62,299195.42
FUTCOM,23 Sep 2024,790957,3502199.12,-
OPTFUT,23 Sep 2024,4018407,22309342.89,403157.92
FUTIDX,23 Sep 2024,163,1513.94,-
FUTCOM,24 Sep 2024,839504,3941761.56,-
FUTIDX,24 Sep 2024,133,1242.79,-
OPTFUT,24 Sep 2024,2790539,20515943.91,362235.26
FUTCOM,25 Sep 2024,675181,2929567.25,-
FUTIDX,25 Sep 2024,32,302.07,-
OPTFUT,25 Sep 2024,2859060,15761135.87,409552.74
OPTFUT,26 Sep 2024,3456864,18256048.58,500924.66
FUTCOM,26 Sep 2024,921532,4403261.8,-
FUTIDX,26 Sep 2024,56,532.26,-
OPTFUT,27 Sep 2024,2598254,13103092.67,370071.86
FUTIDX,27 Sep 2024,47,445.17,-
FUTCOM,27 Sep 2024,799246,3549639.2,-
OPTFUT,30 Sep 2024,2973293,15414745.16,411883.02
FUTCOM,30 Sep 2024,639595,2734150.71,-
FUTIDX,30 Sep 2024,31,291.8,-
OPTFUT,01 Oct 2024,5239053,27936024.61,718922.08
FUTCOM,01 Oct 2024,854407,3382014.98,-
FUTIDX,01 Oct 2024,48,454.11,-
FUTCOM,03 Oct 2024,736310,2969828.89,-
FUTIDX,03 Oct 2024,45,426.57,-
OPTFUT,03 Oct 2024,3565954,19458816.86,556246.88
FUTCOM,04 Oct 2024,866040,3784242.2,-
FUTIDX,04 Oct 2024,76,723.29,-
OPTFUT,04 Oct 2024,2827163,15674366.56,465569.49
FUTIDX,07 Oct 2024,37,350.55,-
FUTCOM,07 Oct 2024,591391,2415785.29,-
OPTFUT,07 Oct 2024,3074916,17135699.47,434834.42
FUTCOM,08 Oct 2024,827430,3793726.98,-
FUTIDX,08 Oct 2024,105,983.8,-
OPTFUT,08 Oct 2024,3714385,21376444.72,500769.78
FUTCOM,09 Oct 2024,583327,2441469.19,-
OPTFUT,09 Oct 2024,4052975,22668620.75,506216.12
FUTIDX,09 Oct 2024,35,325.9,-
FUTIDX,10 Oct 2024,21,196.17,-
OPTFUT,10 Oct 2024,3462360,18985051.79,430941.50
FUTCOM,10 Oct 2024,607265,2488258.44,-
OPTFUT,11 Oct 2024,3034816,16996428.6,373550.41
FUTCOM,11 Oct 2024,559351,2423888.92,-
FUTIDX,11 Oct 2024,64,604.74,-
FUTIDX,14 Oct 2024,39,368.91,-
OPTFUT,14 Oct 2024,3693462,20658961.17,366023.10
FUTCOM,14 Oct 2024,503364,2088770.8,-
FUTIDX,15 Oct 2024,49,462.56,-
FUTCOM,15 Oct 2024,672775,2787053.67,-
OPTFUT,15 Oct 2024,6323822,34066927.97,484060.00
FUTCOM,16 Oct 2024,630831,2525048.93,-
FUTIDX,16 Oct 2024,92,876.75,-
OPTFUT,16 Oct 2024,6658088,34912758.75,411657.64
FUTIDX,17 Oct 2024,42,400.24,-
FUTCOM,17 Oct 2024,667371,2812211.11,-
OPTFUT,17 Oct 2024,4875415,24578747.21,260033.28
FUTCOM,18 Oct 2024,769937,3288624.08,-
OPTFUT,18 Oct 2024,2069388,10168269.01,265628.77
FUTIDX,18 Oct 2024,164,1582.13,-
OPTFUT,21 Oct 2024,2493631,11299096.94,256199.27
FUTCOM,21 Oct 2024,698182,2984004.8,-
FUTIDX,21 Oct 2024,102,1001.4,-
FUTIDX,22 Oct 2024,93,918.22,-
FUTCOM,22 Oct 2024,726315,2761533.55,-
OPTFUT,22 Oct 2024,3166103,13503420.54,315804.37
OPTFUT,23 Oct 2024,2842073,11753298.59,303946.24
FUTIDX,23 Oct 2024,131,1286.4,-
FUTCOM,23 Oct 2024,758879,3292934.54,-
OPTFUT,24 Oct 2024,2820759,12330063.77,317924.05
FUTCOM,24 Oct 2024,836167,3348610.59,-
FUTIDX,24 Oct 2024,155,1519.85,-
FUTIDX,25 Oct 2024,168,1642.43,-
OPTFUT,25 Oct 2024,1410364,8174582.53,245807.89
FUTCOM,25 Oct 2024,684652,2788784.15,-
FUTIDX,28 Oct 2024,7,68.55,-
FUTCOM,28 Oct 2024,621349,2470051.86,-
OPTFUT,28 Oct 2024,2276392,12063635.44,314786.85
FUTIDX,29 Oct 2024,88,870.83,-
OPTFUT,29 Oct 2024,2145760,11659509.02,299658.06
FUTCOM,29 Oct 2024,608401,2559127.27,-
FUTIDX,30 Oct 2024,71,705.29,-
FUTCOM,30 Oct 2024,620179,2470235.2,-
OPTFUT,30 Oct 2024,2345921,12769797.24,323893.69
FUTCOM,31 Oct 2024,678589,2865442.82,-
FUTIDX,31 Oct 2024,116,1138.0,-
OPTFUT,31 Oct 2024,2197260,12502310.77,293334.18
OPTFUT,01 Nov 2024,263257,1504904.77,36067.45
FUTCOM,01 Nov 2024,103232,463909.32,-
FUTIDX,01 Nov 2024,4,39.17,-
OPTFUT,04 Nov 2024,2398344,12462991.94,308185.56
FUTIDX,04 Nov 2024,36,350.95,-
FUTCOM,04 Nov 2024,586436,2143611.55,-
FUTCOM,05 Nov 2024,540645,2069557.22,-
FUTIDX,05 Nov 2024,35,341.46,-
OPTFUT,05 Nov 2024,2075644,10558963.88,267202.25
OPTFUT,06 Nov 2024,4407349,27196321.54,528658.42
FUTCOM,06 Nov 2024,1187265,5980835.17,-
FUTIDX,06 Nov 2024,173,1659.57,-
FUTCOM,07 Nov 2024,717539,3095275.96,-
FUTIDX,07 Nov 2024,54,515.18,-
OPTFUT,07 Nov 2024,4156413,24142906.94,437944.00
FUTCOM,08 Nov 2024,629197,2670277.57,-
FUTIDX,08 Nov 2024,69,661.74,-
OPTFUT,08 Nov 2024,3586782,20673787.95,344136.02
FUTCOM,11 Nov 2024,757465,3596428.76,-
FUTIDX,11 Nov 2024,58,547.28,-
OPTFUT,11 Nov 2024,4515817,26199732.5,375342.01
FUTCOM,12 Nov 2024,724080,3195324.24,-
OPTFUT,12 Nov 2024,5709979,32878950.96,424232.54
FUTIDX,12 Nov 2024,38,353.77,-
FUTIDX,13 Nov 2024,32,298.01,-
OPTFUT,13 Nov 2024,6754354,37629744.14,447042.40
FUTCOM,13 Nov 2024,665693,2726322.48,-
OPTFUT,14 Nov 2024,6929880,40770573.08,405630.50
FUTCOM,14 Nov 2024,760955,3408057.39,-
FUTIDX,14 Nov 2024,53,486.35,-
OPTFUT,15 Nov 2024,4014758,21555544.6,212097.16
FUTIDX,15 Nov 2024,15,138.26,-
FUTCOM,15 Nov 2024,444740,1732434.31,-
OPTFUT,18 Nov 2024,2947282,16318365.13,333754.39
FUTIDX,18 Nov 2024,46,428.36,-
FUTCOM,18 Nov 2024,603080,2737290.79,-
FUTIDX,19 Nov 2024,77,724.15,-
FUTCOM,19 Nov 2024,671152,2991731.56,-
OPTFUT,19 Nov 2024,3683914,21582261.72,391870.29
FUTIDX,20 Nov 2024,27,253.95,-
FUTCOM,20 Nov 2024,470605,1876592.75,-
OPTFUT,20 Nov 2024,3354632,17641706.17,288818.69
FUTCOM,21 Nov 2024,718091,3234130.7,-
OPTFUT,21 Nov 2024,3492841,22833902.01,354572.67
FUTIDX,21 Nov 2024,56,530.57,-
FUTCOM,22 Nov 2024,916107,3666499.59,-
FUTIDX,22 Nov 2024,87,831.39,-
OPTFUT,22 Nov 2024,2879869,25351081.22,423418.73
FUTCOM,25 Nov 2024,907212,4767258.85,-
OPTFUT,25 Nov 2024,3625029,37738243.34,482174.40
FUTIDX,25 Nov 2024,128,1205.1,-
FUTCOM,26 Nov 2024,702777,3294522.13,-
OPTFUT,26 Nov 2024,3107474,28651176.23,393339.51
FUTIDX,26 Nov 2024,120,1117.66,-
OPTFUT,27 Nov 2024,2304721,13183824.89,331634.34
FUTIDX,27 Nov 2024,28,262.18,-
FUTCOM,27 Nov 2024,623440,3106491.04,-
FUTCOM,28 Nov 2024,449155,2370535.83,-
OPTFUT,28 Nov 2024,1556076,8590815.15,208783.55
FUTIDX,28 Nov 2024,15,140.02,-
OPTFUT,29 Nov 2024,2656161,14693478.85,343171.01
FUTIDX,29 Nov 2024,28,263.85,-
FUTCOM,29 Nov 2024,597209,2694551.45,-
FUTCOM,02 Dec 2024,644889,2573980.87,-
OPTFUT,02 Dec 2024,2966686,16722381.8,360900.21
FUTIDX,02 Dec 2024,29,271.19,-
OPTFUT,03 Dec 2024,3209047,17929556.94,356176.55
FUTCOM,03 Dec 2024,581358,2407812.89,-
FUTIDX,03 Dec 2024,29,273.13,-
OPTFUT,04 Dec 2024,3572105,20151005.7,369887.36
FUTIDX,04 Dec 2024,37,349.15,-
FUTCOM,04 Dec 2024,626562,2687029.96,-
FUTIDX,05 Dec 2024,21,198.28,-
OPTFUT,05 Dec 2024,4016173,21983723.91,387758.47
FUTCOM,05 Dec 2024,573208,2342946.99,-
FUTIDX,06 Dec 2024,9,84.72,-
FUTCOM,06 Dec 2024,542695,2311012.04,-
OPTFUT,06 Dec 2024,3265934,18191494.3,286905.08
FUTIDX,09 Dec 2024,36,342.63,-
FUTCOM,09 Dec 2024,792791,3405973.06,-
OPTFUT,09 Dec 2024,3689748,20928975.78,323713.31
FUTCOM,10 Dec 2024,600330,2576128.49,-
FUTIDX,10 Dec 2024,30,287.45,-
OPTFUT,10 Dec 2024,4518296,25689252.71,348201.34
FUTIDX,11 Dec 2024,27,261.14,-
OPTFUT,11 Dec 2024,5067084,28574765.28,389771.27
FUTCOM,11 Dec 2024,722966,3562112.6,-
FUTIDX,12 Dec 2024,41,391.87,-
OPTFUT,12 Dec 2024,6783726,39027871.12,486460.25
FUTCOM,12 Dec 2024,965084,4029003.52,-
OPTFUT,13 Dec 2024,6299628,35784506.38,385132.55
FUTCOM,13 Dec 2024,704974,2985760.93,-
FUTIDX,13 Dec 2024,42,397.13,-
FUTCOM,16 Dec 2024,491968,1933823.22,-
FUTIDX,16 Dec 2024,14,131.81,-
OPTFUT,16 Dec 2024,5710122,31583356.9,278920.90
OPTFUT,17 Dec 2024,2354510,13704560.91,266077.14
FUTIDX,17 Dec 2024,24,224.71,-
FUTCOM,17 Dec 2024,541132,2189484.21,-
OPTFUT,18 Dec 2024,2638663,13819437.12,295336.28
FUTCOM,18 Dec 2024,529972,1888526.33,-
FUTIDX,18 Dec 2024,3,28.17,-
FUTCOM,19 Dec 2024,733759,2992762.44,-
OPTFUT,19 Dec 2024,3150082,19979828.45,359035.29
FUTIDX,19 Dec 2024,50,460.56,-
OPTFUT,20 Dec 2024,3417130,20013061.98,341841.76
FUTCOM,20 Dec 2024,646138,2464645.72,-
FUTIDX,20 Dec 2024,51,469.91,-
OPTFUT,23 Dec 2024,3972881,22638229.22,318867.13
FUTCOM,23 Dec 2024,713512,2429703.73,-
FUTIDX,23 Dec 2024,64,596.25,-
FUTCOM,24 Dec 2024,500753,1812240.32,-
OPTFUT,24 Dec 2024,1924202,13805676.15,241983.28
FUTIDX,24 Dec 2024,78,724.84,-
FUTCOM,26 Dec 2024,527122,1973149.09,-
FUTIDX,26 Dec 2024,21,196.24,-
OPTFUT,26 Dec 2024,1678203,13356924.35,235238.20
OPTFUT,27 Dec 2024,1852090,16203242.93,247953.77
FUTCOM,27 Dec 2024,607400,2341605.18,-
FUTIDX,27 Dec 2024,31,289.65,-
FUTCOM,30 Dec 2024,872678,3299720.82,-
OPTFUT,30 Dec 2024,2522318,22244523.78,389269.92
FUTIDX,30 Dec 2024,21,194.94,-
FUTCOM,31 Dec 2024,584004,2177893.19,-
FUTIDX,31 Dec 2024,16,148.51,-
OPTFUT,31 Dec 2024,2248179,19504584.79,309450.94
FUTCOM,01 Jan 2014,99151,358752.94,-
FUTCOM,02 Jan 2014,625295,2432036.26,-
FUTCOM,03 Jan 2014,567693,2375685.48,-
FUTCOM,04 Jan 2014,9874,35656.8,-
FUTCOM,06 Jan 2014,551260,2281555.96,-
FUTCOM,07 Jan 2014,550278,2214169.4,-
FUTCOM,08 Jan 2014,539090,2157337.67,-
FUTCOM,09 Jan 2014,527534,2092856.69,-
FUTCOM,10 Jan 2014,563083,2224705.03,-
FUTCOM,11 Jan 2014,8789,35334.12,-
FUTCOM,13 Jan 2014,524118,2008792.32,-
FUTCOM,14 Jan 2014,355634,1438468.38,-
FUTCOM,15 Jan 2014,522127,2052556.93,-
FUTCOM,16 Jan 2014,566281,2208637.97,-
FUTCOM,17 Jan 2014,545216,2132477.15,-
FUTCOM,18 Jan 2014,11825,46185.83,-
FUTCOM,20 Jan 2014,331599,1251851.59,-
FUTCOM,21 Jan 2014,586813,2391466.1,-
FUTCOM,22 Jan 2014,493236,2004634.4,-
FUTCOM,23 Jan 2014,750726,3250277.36,-
FUTCOM,24 Jan 2014,727776,2951968.61,-
FUTCOM,25 Jan 2014,13277,51451.55,-
FUTCOM,27 Jan 2014,670209,2651598.22,-
FUTCOM,28 Jan 2014,652961,2564980.22,-
FUTCOM,29 Jan 2014,698137,2821112.02,-
FUTCOM,30 Jan 2014,784524,3125815.12,-
FUTCOM,31 Jan 2014,679082,2717691.73,-
FUTCOM,01 Feb 2014,10646,32352.31,-
FUTCOM,03 Feb 2014,554732,2175892.48,-
FUTCOM,04 Feb 2014,567953,2224278.82,-
FUTCOM,05 Feb 2014,795408,3077008.31,-
FUTCOM,06 Feb 2014,707698,2697673.93,-
FUTCOM,07 Feb 2014,576418,2292979.91,-
FUTCOM,08 Feb 2014,8836,31665.49,-
FUTCOM,10 Feb 2014,529430,2059198.88,-
FUTCOM,11 Feb 2014,555342,2222472.51,-
FUTCOM,12 Feb 2014,527991,2137181.1,-
FUTCOM,13 Feb 2014,518479,2049555.84,-
FUTCOM,14 Feb 2014,636447,2488189.14,-
FUTCOM,15 Feb 2014,12763,35199.05,-
FUTCOM,17 Feb 2014,557252,2386682.27,-
FUTCOM,18 Feb 2014,671499,2792872.28,-
FUTCOM,19 Feb 2014,680410,3000613.52,-
FUTCOM,20 Feb 2014,615072,2596356.66,-
FUTCOM,21 Feb 2014,506075,2107079.45,-
FUTCOM,22 Feb 2014,13281,48382.46,-
FUTCOM,24 Feb 2014,678411,2772569.62,-
FUTCOM,25 Feb 2014,631312,2476219.51,-
FUTCOM,26 Feb 2014,683442,2730993.39,-
FUTCOM,27 Feb 2014,351704,1382715.56,-
FUTCOM,28 Feb 2014,597277,2414645.22,-
FUTCOM,01 Mar 2014,13872,49530.73,-
FUTCOM,03 Mar 2014,568720,2379552.61,-
FUTCOM,04 Mar 2014,654705,2764806.81,-
FUTCOM,05 Mar 2014,572487,2483159.69,-
FUTCOM,06 Mar 2014,613979,2557473.33,-
FUTCOM,07 Mar 2014,670821,2639794.99,-
FUTCOM,08 Mar 2014,12844,41913.87,-
FUTCOM,10 Mar 2014,589099,2207514.77,-
FUTCOM,11 Mar 2014,690327,2761143.39,-
FUTCOM,12 Mar 2014,727934,2806608.2,-
FUTCOM,13 Mar 2014,585254,2287122.02,-
FUTCOM,14 Mar 2014,607507,2459753.8,-
FUTCOM,15 Mar 2014,9975,37629.43,-
FUTCOM,17 Mar 2014,209415,821715.93,-
FUTCOM,18 Mar 2014,528070,2085838.13,-
FUTCOM,19 Mar 2014,701800,2664294.76,-
FUTCOM,20 Mar 2014,636470,2444286.77,-
FUTCOM,21 Mar 2014,523902,2050496.85,-
FUTCOM,22 Mar 2014,19044,55361.97,-
FUTCOM,24 Mar 2014,492917,1954147.1,-
FUTCOM,25 Mar 2014,571059,2330650.32,-
FUTCOM,26 Mar 2014,577370,2270140.73,-
FUTCOM,27 Mar 2014,520124,2240697.68,-
FUTCOM,28 Mar 2014,492643,2040733.76,-
FUTCOM,29 Mar 2014,8660,26089.83,-
FUTCOM,31 Mar 2014,479293,1939892.31,-
FUTCOM,01 Apr 2014,433001,1701314.88,-
FUTCOM,02 Apr 2014,495360,1975066.66,-
FUTCOM,03 Apr 2014,495226,1888288.25,-
FUTCOM,04 Apr 2014,502304,1888657.12,-
FUTCOM,07 Apr 2014,434522,1655499.62,-
FUTCOM,08 Apr 2014,250358,1028283.15,-
FUTCOM,09 Apr 2014,505791,1967777.03,-
FUTCOM,10 Apr 2014,578878,2153769.53,-
FUTCOM,11 Apr 2014,495153,1825108.11,-
FUTCOM,14 Apr 2014,230794,883697.48,-
FUTCOM,15 Apr 2014,654845,2463704.74,-
FUTCOM,16 Apr 2014,581852,2233442.11,-
FUTCOM,17 Apr 2014,462121,1845851.28,-
FUTCOM,21 Apr 2014,373298,1566040.52,-
FUTCOM,22 Apr 2014,471550,1946905.61,-
FUTCOM,23 Apr 2014,504005,1919125.85,-
FUTCOM,25 Apr 2014,555590,2203240.49,-
FUTCOM,28 Apr 2014,490770,1850106.86,-
FUTCOM,29 Apr 2014,570614,2207743.56,-
FUTCOM,30 Apr 2014,669891,2528887.66,-
FUTCOM,01 May 2014,279843,1187442.97,-
FUTCOM,02 May 2014,514171,2055007.05,-
FUTCOM,05 May 2014,333138,1393187.68,-
FUTCOM,06 May 2014,400647,1628907.95,-
FUTCOM,07 May 2014,508156,2095258.16,-
FUTCOM,08 May 2014,531390,1896738.21,-
FUTCOM,09 May 2014,510808,1819115.29,-
FUTCOM,12 May 2014,522729,1913413.87,-
FUTCOM,13 May 2014,530805,1917301.44,-
FUTCOM,14 May 2014,348293,1267111.47,-
FUTCOM,15 May 2014,588263,2104349.31,-
FUTCOM,16 May 2014,448884,1643879.62,-
FUTCOM,19 May 2014,436749,1649381.87,-
FUTCOM,20 May 2014,502607,1845596.92,-
FUTCOM,21 May 2014,525870,2312369.93,-
FUTCOM,22 May 2014,562894,2194099.87,-
FUTCOM,23 May 2014,425145,1569638.35,-
FUTCOM,26 May 2014,287953,1115072.31,-
FUTCOM,27 May 2014,510867,2150965.15,-
FUTCOM,28 May 2014,461930,1830112.24,-
FUTCOM,29 May 2014,541494,2227915.3,-
FUTCOM,30 May 2014,504923,1961182.23,-
FUTCOM,02 Jun 2014,400290,1517393.01,-
FUTCOM,03 Jun 2014,418728,1627662.99,-
FUTCOM,04 Jun 2014,426336,1639296.41,-
FUTCOM,05 Jun 2014,485411,1878989.38,-
FUTCOM,06 Jun 2014,476777,1715297.59,-
FUTCOM,09 Jun 2014,407764,1507412.35,-
FUTCOM,10 Jun 2014,427300,1627897.5,-
FUTCOM,11 Jun 2014,471794,1620120.2,-
FUTCOM,12 Jun 2014,558046,2157962.46,-
FUTCOM,13 Jun 2014,464752,1825511.27,-
FUTCOM,16 Jun 2014,477790,1913492.57,-
FUTCOM,17 Jun 2014,537302,2180286.61,-
FUTCOM,18 Jun 2014,539278,2204270.35,-
FUTCOM,19 Jun 2014,669600,2739788.33,-
FUTCOM,20 Jun 2014,553666,2223329.53,-
FUTCOM,23 Jun 2014,445660,1832001.89,-
FUTCOM,24 Jun 2014,477215,1966642.27,-
FUTCOM,25 Jun 2014,516002,2134046.16,-
FUTCOM,26 Jun 2014,507119,2091491.71,-
FUTCOM,27 Jun 2014,433390,1722538.3,-
FUTCOM,30 Jun 2014,517641,2042839.93,-
FUTCOM,01 Jul 2014,431014,1795175.22,-
FUTCOM,02 Jul 2014,544745,2188756.33,-
FUTCOM,03 Jul 2014,500237,2046952.86,-
FUTCOM,04 Jul 2014,281589,1091289.0,-
FUTCOM,07 Jul 2014,395245,1540256.88,-
FUTCOM,08 Jul 2014,476966,1933970.85,-
FUTCOM,09 Jul 2014,411447,1681740.23,-
FUTCOM,10 Jul 2014,637866,2850597.55,-
FUTCOM,11 Jul 2014,395028,1726351.3,-
FUTCOM,14 Jul 2014,478417,2046611.58,-
FUTCOM,15 Jul 2014,452788,2031596.71,-
FUTCOM,16 Jul 2014,437553,1916870.52,-
FUTCOM,17 Jul 2014,573536,2585685.94,-
FUTCOM,18 Jul 2014,452263,1831552.08,-
FUTCOM,21 Jul 2014,467948,1909332.5,-
FUTCOM,22 Jul 2014,481279,2096465.65,-
FUTCOM,23 Jul 2014,394196,1734958.94,-
FUTCOM,24 Jul 2014,515500,2082612.17,-
FUTCOM,25 Jul 2014,468118,1811786.5,-
FUTCOM,28 Jul 2014,417769,1698931.74,-
FUTCOM,29 Jul 2014,271246,1198170.66,-
FUTCOM,30 Jul 2014,470258,2063508.4,-
FUTCOM,31 Jul 2014,556639,2453556.84,-
FUTCOM,01 Aug 2014,487409,2086194.16,-
FUTCOM,04 Aug 2014,431202,1780747.68,-
FUTCOM,05 Aug 2014,446384,1821485.27,-
FUTCOM,06 Aug 2014,547232,2354764.26,-
FUTCOM,07 Aug 2014,527573,2142098.29,-
FUTCOM,08 Aug 2014,490071,2081809.98,-
FUTCOM,11 Aug 2014,380924,1540457.61,-
FUTCOM,12 Aug 2014,436650,1809543.94,-
FUTCOM,13 Aug 2014,485682,1973320.65,-
FUTCOM,14 Aug 2014,444453,1930163.9,-
FUTCOM,18 Aug 2014,368679,1469828.86,-
FUTCOM,19 Aug 2014,399360,1699321.8,-
FUTCOM,20 Aug 2014,448878,1785349.4,-
FUTCOM,21 Aug 2014,467295,2003650.85,-
FUTCOM,22 Aug 2014,390649,1630054.47,-
FUTCOM,25 Aug 2014,332423,1310261.38,-
FUTCOM,26 Aug 2014,453197,1845792.01,-
FUTCOM,27 Aug 2014,390414,1559429.79,-
FUTCOM,28 Aug 2014,589566,2379972.97,-
FUTCOM,29 Aug 2014,253457,995076.47,-
FUTCOM,01 Sep 2014,237957,947901.29,-
FUTCOM,02 Sep 2014,467306,2079583.77,-
FUTCOM,03 Sep 2014,436740,1891403.49,-
FUTCOM,04 Sep 2014,451084,1933324.22,-
FUTCOM,05 Sep 2014,402672,1759743.16,-
FUTCOM,08 Sep 2014,424812,1700141.49,-
FUTCOM,09 Sep 2014,520833,2149451.66,-
FUTCOM,10 Sep 2014,453354,1928393.38,-
FUTCOM,11 Sep 2014,533774,2303861.8,-
FUTCOM,12 Sep 2014,441778,1947355.93,-
FUTCOM,15 Sep 2014,472086,2046485.15,-
FUTCOM,16 Sep 2014,568241,2332282.43,-
FUTCOM,17 Sep 2014,437264,1821222.33,-
FUTCOM,18 Sep 2014,539287,2231980.59,-
FUTCOM,19 Sep 2014,522644,2213601.48,-
FUTCOM,22 Sep 2014,516407,2039038.46,-
FUTCOM,23 Sep 2014,481461,2048142.41,-
FUTCOM,24 Sep 2014,519033,2080200.01,-
FUTCOM,25 Sep 2014,576210,2405555.2,-
FUTCOM,26 Sep 2014,482448,2065938.59,-
FUTCOM,29 Sep 2014,455528,1827640.1,-
FUTCOM,30 Sep 2014,671529,2845700.24,-
FUTCOM,01 Oct 2014,536615,2199643.54,-
FUTCOM,03 Oct 2014,299099,1175986.4,-
FUTCOM,06 Oct 2014,242552,992631.8,-
FUTCOM,07 Oct 2014,507639,1947212.0,-
FUTCOM,08 Oct 2014,521148,2066835.68,-
FUTCOM,09 Oct 2014,591583,2266030.45,-
FUTCOM,10 Oct 2014,516399,2085496.32,-
FUTCOM,13 Oct 2014,472804,1951175.23,-
FUTCOM,14 Oct 2014,590666,2391372.68,-
FUTCOM,16 Oct 2014,803029,3112851.6,-
FUTCOM,17 Oct 2014,553531,2184574.86,-
FUTCOM,20 Oct 2014,496135,1910317.56,-
FUTCOM,21 Oct 2014,508908,1933436.82,-
FUTCOM,22 Oct 2014,489586,1850626.41,-
FUTCOM,23 Oct 2014,130722,521067.51,-
FUTCOM,24 Oct 2014,232925,823148.98,-
FUTCOM,27 Oct 2014,433323,1587751.69,-
FUTCOM,28 Oct 2014,503457,1861802.88,-
FUTCOM,29 Oct 2014,501151,1867159.87,-
FUTCOM,30 Oct 2014,674600,2377205.06,-
FUTCOM,31 Oct 2014,746560,2736191.79,-
FUTCOM,03 Nov 2014,503597,1911218.62,-
FUTCOM,04 Nov 2014,381020,1480555.97,-
FUTCOM,05 Nov 2014,836731,3069204.19,-
FUTCOM,06 Nov 2014,343659,1269825.75,-
FUTCOM,07 Nov 2014,732143,2815165.14,-
FUTCOM,10 Nov 2014,544833,2082050.33,-
FUTCOM,11 Nov 2014,566587,2173288.0,-
FUTCOM,12 Nov 2014,506340,1958166.66,-
FUTCOM,13 Nov 2014,568745,2267133.01,-
FUTCOM,14 Nov 2014,791847,2958543.49,-
FUTCOM,17 Nov 2014,539816,2017528.33,-
FUTCOM,18 Nov 2014,648518,2492732.29,-
FUTCOM,19 Nov 2014,788465,2998664.76,-
FUTCOM,20 Nov 2014,631215,2310812.28,-
FUTCOM,21 Nov 2014,745258,2751789.77,-
FUTCOM,24 Nov 2014,528988,1910569.42,-
FUTCOM,25 Nov 2014,651645,2501173.34,-
FUTCOM,26 Nov 2014,518085,1988199.26,-
FUTCOM,27 Nov 2014,613119,2352226.43,-
FUTCOM,28 Nov 2014,830600,3226304.83,-
FUTCOM,01 Dec 2014,958283,3546611.32,-
FUTCOM,02 Dec 2014,620880,2229701.16,-
FUTCOM,03 Dec 2014,548284,1945838.53,-
FUTCOM,04 Dec 2014,536718,1911260.02,-
FUTCOM,05 Dec 2014,547215,1995577.03,-
FUTCOM,08 Dec 2014,475511,1676127.82,-
FUTCOM,09 Dec 2014,754870,2726193.62,-
FUTCOM,10 Dec 2014,623094,2249414.63,-
FUTCOM,11 Dec 2014,610041,2218081.29,-
FUTCOM,12 Dec 2014,569635,2040919.62,-
FUTCOM,15 Dec 2014,618948,2191646.89,-
FUTCOM,16 Dec 2014,992015,3535049.96,-
FUTCOM,17 Dec 2014,764049,2640293.74,-
FUTCOM,18 Dec 2014,829876,2875288.86,-
FUTCOM,19 Dec 2014,644457,2144814.49,-
FUTCOM,22 Dec 2014,634168,2100527.87,-
FUTCOM,23 Dec 2014,566963,1871225.75,-
FUTCOM,24 Dec 2014,437161,1404912.92,-
FUTCOM,26 Dec 2014,488587,1620422.27,-
FUTCOM,29 Dec 2014,526458,1648360.6,-
FUTCOM,30 Dec 2014,644678,2122854.53,-
FUTCOM,31 Dec 2014,573621,1772129.03,-
FUTCOM,01 Jan 2013,275897,995237.31,-
FUTCOM,02 Jan 2013,1684807,7330756.84,-
